x;y;dbmsnr;hzbnr01;typ
117105,77;377735,8;8002468;379248;gw
634806,15;481970,18;9002237;341552;gw
476291,98;483772,32;4002813;377697;gw
649470,06;501543,17;3002471;305151;gw
141604,18;398969,15;8002628;357202;gw
592617,28;318692,35;6002304;315564;gw
562997,81;340878,04;6003494;340703;gw
381169,22;429266,2;5002211;347799;gw
550916,72;363501,98;6002463;325589;gw
650217,16;487513,21;3002438;304824;gw
142652,74;391140,4;8002243;332197;gw
361141,99;395519,25;5002156;347716;gw
559958,23;354050;6002595;329425;gw
440089,14;299037,45;2002087;318048;gw
672057,23;448023,12;1002409;345777;gw
511453,15;369748,19;6002324;318394;gw
660765,73;456628,4;1002045;305946;gw
669671,35;448789,05;1002043;305920;gw
367642,23;319391,31;7004907;371633;gw
551608,99;367367,01;6002419;325142;gw
497454,82;365285,98;6003331;343756;gw
589211,31;369851,06;6003123;343459;gw
631856,46;461289,11;11002131;357079;gw
552127,65;359804,35;6002522;328674;gw
288700,08;392238,69;7002014;330357;gw
638616,37;477397,45;9002120;313254;gw
570906,65;322605,97;6002296;315481;gw
331922,64;403060,13;7004445;353912;gw
637907,66;489890,54;9002129;319707;gw
616039,28;341145,21;1002422;345876;gw
586136,62;497584,36;3002372;304147;gw
140882,01;392722,54;8002175;327924;gw
558831,67;315790,38;6003581;356675;gw
570095,25;330425,09;6003282;340984;gw
631436,38;455803,09;11002040;314088;gw
451070,77;472384,29;4002854;376517;gw
450901,12;492859,95;4002065;307223;gw
515225,83;319307,87;2002544;354340;gw
643996,38;476725,19;3002469;305136;gw
330519,66;418327,95;7004683;358580;gw
299954,27;398278,07;7002055;330761;gw
516760,36;372684,45;6002654;332510;gw
578676;315206,74;6002362;318774;gw
377700,51;483687,95;4002517;324194;gw
464284,56;477564,56;4002747;375931;gw
502928,09;367932,34;6002787;336842;gw
497661,33;480992,51;4002211;308684;gw
469575,76;293103,05;2900108;360578;gw
659207,45;495429,39;3002650;322552;gw
328290,25;316540,86;7004548;370775;gw
626029,55;487462,99;9002060;312637;gw
449007,43;473731,43;4002988;376616;gw
350108,57;330100,91;7004520;354175;gw
489685,13;480576,67;3002216;302588;gw
561060,53;477420,26;3002756;327155;gw
421543,58;314542,32;2002306;338988;gw
381597,15;428367,98;5002049;320804;gw
580800,26;316498,13;6002194;311845;gw
139256,47;389044,12;8002247;332239;gw
443267,64;457453,43;4003221;344424;gw
389021,8;465145,59;4003379;362327;gw
489740,66;484337,41;4002294;314286;gw
662969,31;454597,06;1002044;305938;gw
618587,11;431860,97;3002615;317602;gw
624133,46;469268,54;3002566;313999;gw
425311,41;354952,41;5002337;355172;gw
481087,43;402172,22;6003264;340869;gw
127581,41;406476,85;8002003;309377;gw
479895,61;480914,88;4002363;316463;gw
136758,6;366015,77;8002278;332155;gw
563127,84;334334,43;6002475;325704;gw
483799,93;307550,54;2002283;338541;gw
148094,37;385299,35;8002258;332346;gw
560749,28;354471,64;6002617;329649;gw
199761,63;399136,67;7004202;346718;gw
499150,36;476362,13;4002593;324954;gw
475851,66;463863,85;4002551;324533;gw
280931,91;388852,88;7004826;360172;gw
253283,11;375669,22;7004772;371310;gw
287289,95;389516,89;7002285;346205;gw
619874,34;497345,78;3002823;331322;gw
402239,43;322854,69;2002073;317891;gw
380912,26;433255,84;5002108;321141;gw
140558,14;392105,78;8002179;327965;gw
631915,05;484769,65;9002138;319798;gw
564218,68;475617,78;3002758;327171;gw
537415,78;478659,55;3002669;322743;gw
628712,12;493648,58;9002135;319764;gw
621154,09;347475,2;1002296;335927;gw
563034,41;339330,83;6002540;328864;gw
506738,26;368833,32;6003418;353110;gw
640485,06;476406,59;9002235;341511;gw
474406,01;491366,57;4002513;324152;gw
570330,73;409086,22;6002440;325357;gw
632175,52;465226,47;3002547;313809;gw
568703,65;328347,63;6002631;329789;gw
581982,52;314765,85;6003526;343111;gw
127755,55;403676;8002010;309443;gw
456521,98;492297,52;4002037;306944;gw
572197,76;329214,54;6002621;329680;gw
677050,24;461523,17;1002323;345249;gw
620963,35;501286,35;3002818;331272;gw
485843,98;483501,53;4002651;376160;gw
660752,52;444153,39;1002050;305995;gw
632718,66;482827,93;9002221;341230;gw
614676,68;444932,41;3002642;319384;gw
454420,03;491128,6;4002282;314161;gw
587787,09;496869,86;3002348;303909;gw
461290,17;463236,04;4003260;344739;gw
129675,25;395456,49;8002200;328187;gw
629057,32;456141,04;11002114;300228;gw
574473,55;483953,47;3002853;331637;gw
457749,27;474716,57;4002840;375808;gw
129510,99;397202,32;8002201;328195;gw
497533,31;479885,01;4002210;308676;gw
663712,1;478416,1;3002865;331751;gw
604663,62;385757,77;6003108;343301;gw
631378,09;460898,86;11002076;317552;gw
630704,45;476305,13;9002139;319806;gw
618906,12;347669,58;1002315;345116;gw
118801,96;404132,13;8002138;327510;gw
371827,18;453250,79;5002473;361436;gw
505972,34;368618,77;6003435;349027;gw
353913,67;376827,25;5002508;362178;gw
380396,2;430879,92;5002344;357897;gw
372421,48;445831,2;5002067;320986;gw
329624,65;418697,74;7004685;358556;gw
457553,3;477605,04;4002959;375600;gw
507914,73;461420,47;3002723;326827;gw
132591,6;367098,74;8002342;352278;gw
458496,39;315900,04;2002289;338665;gw
601955,98;367375,81;6003446;349662;gw
219342,7;356059,62;7004313;342618;gw
592311,8;376971,53;6003335;343822;gw
482962,56;305615,99;2002344;351957;gw
662384,86;538796,84;3002704;326637;gw
445454,7;456020,69;4002572;324749;gw
449009,9;299898,23;2002123;338434;gw
361224,98;324044,11;7002058;330795;gw
456350,3;400765,48;6002781;336784;gw
449362,66;319535,98;2002340;351858;gw
127439,26;404911,7;8002097;322107;gw
332631,53;403112,42;7004463;354001;gw
658125,39;476076,08;10001125;356154;gw
601323,73;358019,52;6003509;372326;gw
455635,71;474293,58;4002844;376079;gw
187134,63;404333,65;7004322;342667;gw
478947,74;464384,81;4002597;324970;gw
447377,18;320125,62;2002614;354662;gw
653034,44;476296,05;3002712;326710;gw
602309,69;315585,42;6002390;319053;gw
462905,71;493286,84;4002674;374314;gw
598831,61;342699,83;6002494;325894;gw
424157,33;466177,44;4002583;324855;gw
453508,38;476964,13;4002386;316695;gw
456020,34;487101,45;4002092;307496;gw
456015,16;474177,76;4002846;375980;gw
381654,58;430518,44;5002104;321224;gw
218948,3;377802,75;7002271;346056;gw
407294,29;425863,56;5002442;358044;gw
247414,99;359335,11;7004486;354068;gw
583220,18;315438,83;6002561;329078;gw
661661,55;427177,89;1002389;345736;gw
618929,45;453686;3002034;300533;gw
606006,24;382077,11;6003109;343319;gw
489665,27;482910,96;4002774;378521;gw
119269,79;376197,81;8002022;321323;gw
120408,95;375894,72;8002444;379057;gw
630797,55;479347,03;9002293;350108;gw
245846,93;358140,78;7004489;354092;gw
561786,98;343042,25;6003487;349977;gw
605407,31;342808,51;6002586;329334;gw
676577,82;477260,03;10001114;356063;gw
448860,95;496220,89;4002055;307124;gw
667633,81;487060,09;3002448;304923;gw
604117,91;316432,55;6002525;328708;gw
504781,46;362610,5;6003422;353094;gw
308052,05;406281,14;7002247;339770;gw
397755,53;302148,78;2002549;354449;gw
543698,52;481336,2;3002664;322693;gw
634671,87;368965,66;1002515;353672;gw
364988,51;321232,46;7002134;334565;gw
287859,25;391854,34;7002022;330431;gw
636029,4;473131,17;3002001;300020;gw
624297,59;496687,72;3002264;303065;gw
374901,96;442198,14;5002058;320895;gw
452690,46;489926,71;4002075;307322;gw
456767,46;474561,81;4002842;375881;gw
373191,69;444270,35;5002062;320937;gw
333134,48;316638,49;7002258;339911;gw
534306,53;467130,66;3002785;327445;gw
578843,28;316084,59;6002570;329169;gw
594787,73;505632,14;3002585;315689;gw
283597,47;388939,41;7004732;359091;gw
117607,35;377957,89;8002579;379842;gw
334835,93;316878,49;7002254;339879;gw
630707,04;483544,64;9002245;341719;gw
123451,84;375001,74;8002040;321505;gw
572289,68;504661,87;3002599;315846;gw
619155,04;460706,48;3002131;301697;gw
499083,01;307836,42;2900138;362020;gw
291596,33;374376,29;7002080;334011;gw
529199,49;474592,08;3002660;322651;gw
245962,58;375334,09;7002119;334417;gw
647425,27;477831,95;3002440;304840;gw
424976,89;450753,63;4003269;344747;gw
486214,49;328447,74;2002455;354456;gw
661413,12;458910,61;1002146;319442;gw
563951,73;345225,49;6003259;340810;gw
658168,99;439477,54;1002033;305821;gw
614422,17;439171,37;3002550;313833;gw
630544,53;484488,82;9002126;319665;gw
121123,6;378790,84;8002433;378943;gw
523575,1;381635,59;6002721;336180;gw
434836,94;359246,24;5002347;355016;gw
563053,92;338798,37;6002080;310706;gw
507756,67;365635,79;6002022;310128;gw
526929,42;383440,47;6002345;318600;gw
644859,34;490452,94;3002449;304931;gw
385105,49;473000,38;4002527;324293;gw
572329,07;330584,18;6002096;310862;gw
475411,27;486147,97;4002825;377937;gw
618980,03;363395,36;1002301;335976;gw
454943,96;492569,49;4002050;307074;gw
636041,65;364913,53;1002196;326371;gw
663008,43;532916,8;3002493;305383;gw
467196,44;406683,02;6003557;356444;gw
450193,85;397172,56;6003552;356394;gw
562193,76;340871,07;6002053;310433;gw
445687,94;471823,85;4002113;307702;gw
631925,24;460179,15;11002070;317495;gw
554928,85;339782,9;6002801;340067;gw
606287,38;313724,86;6002173;311639;gw
629552,97;483843,25;9002188;333609;gw
188449,83;385312,41;7004274;342386;gw
451545,22;494758,74;4002302;314369;gw
470783,87;301897,88;2900042;360024;gw
273171,74;381614,49;7004815;359364;gw
117874,32;386204,94;8002450;379107;gw
130393,63;403949,45;8002088;322016;gw
426982,38;311036,5;2900066;359976;gw
450727,87;496184,47;4003059;374835;gw
456112,58;474505,26;4003276;344887;gw
141847,4;393090,85;8002177;327940;gw
121142,54;380062,59;8002390;327650;gw
601798,24;495522;3002393;304352;gw
458129,74;313880,59;2002542;354308;gw
387403,15;410564,87;5002004;319855;gw
452798,25;494143,12;4002007;306647;gw
569966,76;322228,62;6003586;356717;gw
121644,86;375389,48;8002038;321489;gw
637695,49;481952,75;9002265;350173;gw
457143,15;475643,17;4002964;375824;gw
577140,13;491721,32;3002387;304295;gw
487794,2;481112,3;3002900;337105;gw
122083,33;403096,26;8002222;328443;gw
287671,07;388749,31;7005036;360958;gw
635770,51;368597,21;1002251;335430;gw
663388,4;496703,06;3002412;304543;gw
393855,75;482135,51;4003304;344994;gw
476013,54;341495,59;2002461;354571;gw
624832,21;445452,1;3002069;300970;gw
443301,64;465617,45;4003230;344523;gw
371047,51;316723,14;2002270;338301;gw
471530,24;485549,05;4002905;377481;gw
630037,72;394739,78;1002460;353524;gw
500648,42;480466,46;4002323;314575;gw
536535,49;473757,52;3002778;327379;gw
634616,73;378369,85;1002189;326306;gw
135780,04;366511,12;8002277;332163;gw
562027,98;330786,64;6002819;340182;gw
458356,78;475720,06;4002954;375584;gw
616619,65;482163,11;9002147;330084;gw
511025,42;365766,72;6003564;353144;gw
293511,41;395902,12;7004379;342790;gw
491700,68;486346,23;4002292;314260;gw
124096,94;400594,34;8002212;328302;gw
330440,28;402043,26;7004443;353896;gw
474937,41;487553,22;4003108;377523;gw
128119,92;404660,69;8002008;309427;gw
492560;481807;3002211;302539;gw
512723,23;468882,79;3002726;326850;gw
631131,81;485343,9;9002310;350348;gw
665044,81;486172,94;3002259;303016;gw
608194,44;502587,82;3002295;303370;gw
594881,94;356855,53;6002548;328948;gw
562966,75;405883,67;6002702;332999;gw
199099,88;370874,31;7004131;346700;gw
665124,6;430698,99;1002327;345256;gw
436515,22;454178,87;4003213;344416;gw
253745,02;375896,52;7004352;342279;gw
574207,78;317081,59;6002213;312033;gw
432113,52;483333,86;4003378;362319;gw
512685,13;390037,69;6002796;336933;gw
572675,09;320952,32;6003391;353235;gw
665613,15;434121,35;1002535;353821;gw
520376,28;468920,19;3002902;337121;gw
568166,87;332958,89;6002154;311449;gw
449667,02;465352,18;4002569;324715;gw
114558,06;384087,07;8002462;379180;gw
465469,22;464960,21;4002560;324624;gw
582075,95;502897,89;3002515;313460;gw
560328,31;342421,83;6002620;329672;gw
126072,33;393015,33;8002195;328138;gw
617536,23;348054,53;1002314;345108;gw
515054,89;328550,85;2002353;351601;gw
673279,01;431403,04;1002336;345355;gw
627586,55;403742,44;1002461;353532;gw
618082,16;451974,94;3002101;301333;gw
543038,79;348139,18;6003606;356899;gw
581439,73;497598,6;3002353;303958;gw
546813,19;333666,23;6003297;343053;gw
659165,82;441837,3;1002049;305987;gw
384211,2;418463,94;5002019;320002;gw
268135,65;379285,67;7004816;359380;gw
414627,91;517712,41;4003329;359513;gw
632138,18;478868,66;9002189;333625;gw
362366,37;394910,19;5002149;347708;gw
510560,18;367016,11;6003416;344002;gw
476142,8;479791,59;4002554;324566;gw
388716,17;380495,75;5002464;361402;gw
551619,48;359907,81;6002521;328666;gw
403283,74;451554,67;4003273;344812;gw
377983,75;430726,75;5002094;347658;gw
679492,24;464567,01;1002173;326140;gw
134170,73;366360,76;8002275;347195;gw
651101,48;499399,97;3002424;304683;gw
675238,56;475757,06;3002825;331348;gw
559872,74;354528,88;6002029;310193;gw
591314,69;318536,09;6003369;372292;gw
470916,75;482941,22;4002920;377788;gw
552301,42;398493,29;6002682;332791;gw
442696,74;465443,12;4002993;376772;gw
587930,55;317330,14;6002186;311761;gw
456283,57;490769,64;4002311;314450;gw
555714,51;312405,05;6003578;356642;gw
130113,88;370350,44;8002002;309369;gw
550906,85;315984,72;6002851;340455;gw
582211,01;356459,69;6003133;343566;gw
637585,36;363940,46;1002197;326389;gw
592846,95;316835,32;6003370;349274;gw
376686,12;472447,39;4003271;344788;gw
475588,15;315680,49;2002462;354597;gw
527260,45;383105,14;6002355;318709;gw
455918,84;465085,42;4002567;324699;gw
393709,63;316704,33;2002076;317925;gw
467729,71;364405,27;6003507;356279;gw
641657,2;440798,95;1002463;353508;gw
663799,54;452767,52;1002257;335497;gw
582959,68;316617,35;6002658;332551;gw
444527,66;467074,94;4002629;376715;gw
315758,93;414996,05;7004179;346809;gw
631524,22;490974,28;9002080;312835;gw
610109,92;356923,9;1002239;335315;gw
363766,33;322282,03;7004899;360412;gw
536134,44;355385,75;6003605;356881;gw
378716,72;458338,52;5002388;358010;gw
627529,18;445188,51;1002419;345868;gw
366062,35;342070,05;2002607;361634;gw
492808,98;367932,6;6003329;343731;gw
116171,71;378211,95;8002475;379313;gw
501629,9;366293,98;6002840;340372;gw
633708,27;481036,27;9002261;350132;gw
449206;491699,53;4002068;307256;gw
481648,96;482285,8;4002794;377317;gw
634735,76;491428,93;9002002;305250;gw
434802,43;358896,58;5002348;355073;gw
482998,98;363654,14;6002729;336263;gw
138241,33;360160,69;8002295;347047;gw
472763,21;490468,57;4002886;378372;gw
471035,41;481506,63;4002732;376954;gw
556570,16;358431,06;6002752;336495;gw
551482,33;326873,25;6002824;340158;gw
447525,78;471663,74;4002295;314294;gw
127434;372590,45;8002063;321737;gw
473873,38;483710,05;4002824;377069;gw
454024,76;494292,44;4003064;374454;gw
141437,73;398734,97;8002401;347476;gw
118372,02;376379,07;8002316;352013;gw
616975,64;437682,16;3002151;301929;gw
210917,64;382702,85;7004238;342139;gw
473390,14;492851,39;4002691;376806;gw
664374,84;457031,86;1002091;306415;gw
308211,11;406158,7;7002245;339754;gw
278554,53;385177,57;7002127;334490;gw
373622,05;478534,11;4003220;344457;gw
633397,74;455541,82;11002038;313791;gw
649966,25;485409,45;3002864;331744;gw
472292,35;490561,51;4002507;324095;gw
662018,69;474893,27;10001063;331124;gw
550247,86;372701,36;6002409;325043;gw
428519,69;389316,1;6003085;340646;gw
631505,27;459791,61;11002064;317438;gw
667743,95;485811,76;3002468;305128;gw
628312,23;497034,85;3002430;304741;gw
126290,29;405587,47;8002100;322131;gw
492056,4;486018,34;4002291;314252;gw
548251,11;319565,07;6003565;356519;gw
598859,56;359345,01;6003240;349506;gw
629804,63;479087,7;9002046;312496;gw
503405,11;474911,53;3002231;302737;gw
584366,34;315864,17;6002576;329227;gw
515727,11;371905,43;6002652;329995;gw
667220,16;455243,12;1002178;326199;gw
316098,91;414567,42;7004222;342121;gw
472791,6;484771,09;4002477;323774;gw
618218,38;447146,53;3002526;313577;gw
221336,78;377903,74;7002177;339010;gw
563711,75;342185,05;6002250;315028;gw
408425,29;499473,48;4003330;359547;gw
538892,75;492340,41;3002911;337212;gw
610682,64;437997,65;3002026;300400;gw
559991,38;354591,48;6002607;329540;gw
471183,14;491464,97;4002436;323360;gw
534922,21;466783,4;3002779;327387;gw
632561,6;459308,69;11002058;317370;gw
121791,04;374786,32;8002025;321356;gw
387373,9;466134,73;4003320;381202;gw
627119,22;492669,76;9002295;350140;gw
629096,16;486784,88;9002292;350082;gw
375226,8;441311,07;5002055;320861;gw
676024,91;471183,38;1002249;335414;gw
462044,36;491655,68;4002307;314419;gw
141224,25;357441,97;8002262;332403;gw
118168,31;378407,43;8002580;379859;gw
429013,98;309350,05;2900067;359984;gw
128667,74;403387;8002009;309435;gw
484132,41;334320,26;2002338;351817;gw
366129,46;321829,55;7002061;330829;gw
626186,31;491007,28;9002209;341016;gw
664832,26;453907,66;1002378;345637;gw
456684,08;477182,71;4002119;307769;gw
129795,35;409746,49;8002153;327684;gw
474962,75;486467,23;4002470;323709;gw
633124,42;459238,54;11002060;317396;gw
656306,63;479665,23;3002589;315721;gw
371481,2;447542,16;5002131;347641;gw
632586,53;460236,6;11002062;317412;gw
572130,54;316959,58;6003049;340547;gw
475666,96;294074,95;2002107;338079;gw
473790,51;487133,9;4003109;377549;gw
473731,18;483699,01;4002829;377085;gw
476742,72;486956,06;4002414;323121;gw
120477,12;375314,18;8002032;321422;gw
556888,28;358638,39;6002393;319087;gw
639665,27;458247,25;3002545;313775;gw
564752,13;347170,08;6002812;336990;gw
462948,57;292280,09;2002113;338210;gw
422721,26;413426,59;4003208;344382;gw
386699,06;304087,55;2002548;354423;gw
332360,55;375891,35;5002265;347930;gw
115783;380446,44;8002019;309534;gw
401783,55;322814,69;2002074;317909;gw
418846,19;316710,65;2002304;338947;gw
431212,51;308260,47;2002314;351635;gw
332913,04;402571,19;7004465;353987;gw
380117,41;435809,66;5002263;348003;gw
198090,87;409169,89;7002230;339580;gw
526950,85;384440,58;6002402;319178;gw
119855,31;376304,6;8002329;352146;gw
598664,47;314792,53;6002691;332882;gw
421214,06;422943,53;4002600;316893;gw
551891,67;360450,49;6002518;328633;gw
506522,54;363008,64;6003424;349134;gw
119451,97;404666,58;8002227;328492;gw
504630,93;476305,91;4002240;308973;gw
421782,56;313823,52;2002308;351510;gw
669064,92;466905,86;1002169;326108;gw
457786,08;475936,75;4002963;375683;gw
649782,51;475662,45;10001130;356030;gw
462280,66;478441,29;4002936;375956;gw
551126,15;359937,81;6003523;356303;gw
630264,91;479008,43;9002201;333864;gw
657662,13;490980,72;3002636;319327;gw
443736,59;465280,98;4002652;375170;gw
325401,43;395600,95;7002290;346304;gw
560836,88;404125,8;6002709;336065;gw
143288,71;353302,71;8002259;332379;gw
560657,27;478894,28;3002754;327130;gw
455555,72;296612,89;2002118;338319;gw
287894,09;391326,09;7004822;360149;gw
119728,51;376217,37;8002443;379040;gw
560863,91;353729,78;6002036;310268;gw
552668,06;331570,72;6003298;343061;gw
129847,68;370303,3;8002085;321950;gw
459291,82;492504,34;4003136;344101;gw
499943,73;440536,2;4003342;381343;gw
405350,57;325455,01;2002463;354631;gw
591396,77;500034,89;3002744;327031;gw
377589,4;435170,18;5002438;358028;gw
560097,71;335397,19;6002807;340109;gw
505102,1;475348,03;3002227;302695;gw
503244,09;365155,89;6003427;343996;gw
577291,83;322492,76;6003332;343921;gw
464400,06;477578,18;4002351;316349;gw
665277,41;492156,67;3002444;304881;gw
445245,55;467852,37;4002107;307645;gw
650564,29;477401,8;3002457;305011;gw
378265,74;433530,01;5002112;321158;gw
440916,63;465275,94;4003232;344549;gw
597703,93;317492,81;6002692;332890;gw
246563,34;374793,87;7002116;334383;gw
239347,39;376859,44;7002071;330928;gw
637619,49;361277,14;1002202;326439;gw
638858,28;478519,81;9002234;341495;gw
524893,04;471106,12;3002697;326512;gw
559283,28;355002,35;6002031;310219;gw
114711,28;383401,78;8002454;379149;gw
601500,17;490863,16;3002877;331876;gw
660384,92;438945,19;1002125;316000;gw
461895,73;517949,7;4003096;344010;gw
126229,39;396997,15;8002205;328237;gw
629703,07;488545,31;9002083;312868;gw
559422,7;350814,15;6002044;310342;gw
492503,85;465099,3;3002904;337147;gw
446792,31;470958,69;4002109;307660;gw
271255,73;380201,59;7002216;339416;gw
664315,76;461260,38;1002324;345181;gw
144029,69;388755,74;8002253;332296;gw
481127,05;482136,38;4002795;377333;gw
508090,93;368642,39;6002008;309989;gw
601458,57;373419,08;6003342;343947;gw
596490,71;316912,77;6002748;336453;gw
385107,55;417151,82;5002015;319962;gw
645973,19;436806,71;1002321;345173;gw
123552,75;389873,73;8002190;328070;gw
544236,72;320001,91;6002845;340398;gw
676096,29;477486,84;3002657;322628;gw
445630,52;393579,32;6002700;332973;gw
598454,95;491166,59;3002359;304014;gw
217042,86;392245,04;7004602;358242;gw
480836,01;303641,83;2002136;338699;gw
475283,5;302337,54;2002095;318121;gw
592028,02;496719,83;3002352;303941;gw
419569,6;499790,98;4003124;344077;gw
665990,79;428039,54;1002220;335117;gw
473405,35;485970,87;4002479;323790;gw
625378,32;488173,2;9002056;312595;gw
634904,39;486256,92;9002103;313064;gw
130864,39;369707,93;8002030;321406;gw
669639,19;447599,47;1002406;345769;gw
285913,23;389642,3;7002284;346189;gw
543555,6;481203,61;3002897;337071;gw
595580,6;362548,83;6002497;325928;gw
603200,58;354959,64;6003114;343368;gw
467190,61;480151,36;4002862;375493;gw
355496,3;403135,05;5002534;362160;gw
556438,93;354205,46;6002451;325464;gw
476232,52;484451,38;4002816;377796;gw
620930,98;498060,54;3002279;303214;gw
603058,51;388500,42;1002387;345710;gw
556886,78;352760,18;6002274;315267;gw
439760,39;463405,96;4002399;316828;gw
620196,02;498798,34;3002282;303248;gw
374172,6;441965,31;5002059;320903;gw
535878,81;389408,49;6002668;332650;gw
492892,96;481556,67;4002191;308486;gw
432776,76;415435,79;6003472;349803;gw
508652,99;476209,57;3002182;302240;gw
356950,86;325087,42;7002046;330670;gw
130845,04;412506,77;8002161;327767;gw
546541,88;325976,87;6003617;357004;gw
474373,54;485833,62;4002471;323717;gw
389748,55;381533,91;5002463;361394;gw
404439,1;492117,02;4003301;359455;gw
143945,59;352931,19;8002267;332452;gw
139736,44;366226,95;8002231;332031;gw
578811,26;317669,09;6003389;349464;gw
560101,87;355877,22;6002676;332734;gw
603751,53;316904,65;6002536;328815;gw
154595,16;364115,93;8002242;332148;gw
122547,94;398511,63;8002012;309468;gw
438693,8;461333,07;4003028;374967;gw
375249,35;315652,19;2002295;351718;gw
479623,39;486751,07;4002410;323089;gw
580734,57;316307,52;6003626;358614;gw
365814,06;321503,78;7004078;346452;gw
620702,52;345521,08;1002218;335091;gw
561433,59;346891,13;6002858;340331;gw
667391,86;481052,66;10001051;331207;gw
550656,46;361197,15;6002532;328773;gw
466710,36;484401,33;4002334;315762;gw
126427,71;400176,1;8002211;328294;gw
485768,45;400403,75;6003265;340877;gw
634293,16;483017,76;9002307;350322;gw
676242,16;466771,15;1002077;306274;gw
672177,96;477893,07;3002817;331264;gw
428982,61;355342,8;5002350;355115;gw
596721,65;342493,37;6002492;325878;gw
570058,79;320358,35;6002360;318758;gw
425228,77;312122,13;2002310;351551;gw
627147,57;486323,6;9002267;350157;gw
141183,37;391591,83;8002181;327981;gw
562176,72;353332,21;6002436;325316;gw
427066,84;497435,39;4003191;344309;gw
431978,39;307161,8;2002154;338103;gw
618113,01;448203,61;3002123;301614;gw
672836,46;457761,82;1002102;306522;gw
589084,9;354097,8;6003458;349720;gw
123743,19;402882,79;8002220;328427;gw
588902,07;369854,13;6003455;349571;gw
115183,13;383886,4;8002016;309500;gw
632410,31;433640,48;1002472;353573;gw
588891,97;504021,24;3002591;315747;gw
549301,6;350175,06;6003600;356824;gw
629673,82;485053,49;9002217;341156;gw
630694,38;484515,12;9002125;319657;gw
378280,14;435704,64;5002099;347542;gw
667898,98;438633,89;1002151;319491;gw
391785,41;335856,11;2002559;354605;gw
617184,43;349393,38;1002361;345512;gw
664686,35;462745,31;1002395;382531;gw
548988,25;396215,62;6002319;318345;gw
515540,81;314614,9;2002387;351965;gw
667602,35;431666,2;1002219;335109;gw
350502,51;330345,41;7004521;354183;gw
198700,39;398142,61;7002111;334334;gw
626963,31;493361,94;9002119;313239;gw
574649,82;318566,28;6003654;358747;gw
381601,15;425554;5002044;320754;gw
137403,93;360754,79;8002280;347096;gw
453190,52;473116,67;4003098;376350;gw
599916,14;314479,62;6003511;356311;gw
441150,01;464450,09;4002397;316802;gw
587122,75;501522,5;3002261;303032;gw
453399,9;299209,95;2002119;338350;gw
587350,51;316493,4;6002566;329128;gw
557160,4;354667,42;6002468;325639;gw
228779,19;380154,93;7002195;339192;gw
364664,92;321169,79;7002059;330803;gw
550876,89;363808,55;6002379;318949;gw
130501,79;409768,26;8002154;327692;gw
532736,94;492629,66;3002909;337196;gw
561108,67;352414,71;6002437;325324;gw
623949,34;360593,46;1002303;335992;gw
673080,84;468031,61;1002367;345579;gw
123561,01;373291,63;8002048;321588;gw
277615,47;404175,1;7004848;360248;gw
642073,29;462215,5;3002518;313494;gw
236919,89;389331,47;7002003;330241;gw
477070,99;482426,84;4002459;323592;gw
557682,33;345277,02;6002740;336370;gw
624440,84;484534,25;9002041;312447;gw
624289,03;490485,29;9002057;312603;gw
483067,27;485672,24;4002405;323030;gw
307574,12;399793,19;7004115;346635;gw
569070,26;330387,61;6002581;329276;gw
139540,45;359386,52;8002286;347039;gw
636796,27;480013,85;9002287;350041;gw
370687,27;449023,24;5002069;321000;gw
464650,04;406428,58;6003556;356436;gw
125811,81;406458,06;8002439;379008;gw
625280,55;490717,68;9002216;341131;gw
562441,52;345371,37;6002628;329755;gw
636661,71;457608,66;3002114;301523;gw
137160,19;362469,06;8002282;347138;gw
473169,74;485526,3;4002476;323766;gw
526657,81;393898,95;6003271;340935;gw
564086,25;331388,88;6003608;356923;gw
598493,49;494489,73;3002345;303875;gw
611498,84;431170,96;3002510;313411;gw
446622,9;463019,03;4003262;344648;gw
192758,94;395042,26;7002106;334284;gw
630174,95;498828,65;3002434;304782;gw
592555,06;492485,11;3002386;304287;gw
563571,15;334720,65;6002077;310672;gw
574934,31;506152,05;3002932;337386;gw
142976,69;388844,91;8002252;332288;gw
486848,78;476541,82;3002763;327221;gw
585977,38;507176,1;3002632;319285;gw
504405,93;480418,73;4002382;316653;gw
633879,94;482109,41;9002255;341917;gw
116164,14;383947,91;8002018;309526;gw
328949,56;316471,27;7004546;370742;gw
315773,09;412816,37;7004177;346783;gw
330554,05;418683,88;7002045;330662;gw
471823,47;490657,5;4002508;324103;gw
121047,18;378432,86;8002370;347419;gw
632405,86;459055,17;11002056;317354;gw
129357,81;403914,44;8002095;322081;gw
596404,27;361607,22;6003450;349555;gw
608351,77;495283,16;3002401;304436;gw
631209,21;477328,09;9002198;333807;gw
624919,33;492117,43;3002867;331777;gw
412689,05;509015,1;4003194;344333;gw
159868,46;384835,71;8002378;347468;gw
561018,62;405118,16;6002316;318311;gw
113200,15;381637,46;8002114;322271;gw
620654,5;438058,24;1002343;345231;gw
398196,43;301930,83;2002442;351981;gw
326748,13;316157,12;7004392;342899;gw
483885,05;296890,83;2900106;360552;gw
596655,37;357071,03;6002558;329045;gw
483005,94;483623,78;4002134;307918;gw
571374,68;325026,04;6002104;310946;gw
603164,47;356024,7;6003113;343350;gw
342529,62;376072,66;5002486;361527;gw
472571,47;492448,82;4002426;323253;gw
591017,12;317405,09;6003288;353284;gw
129671,77;370989,68;8002001;309351;gw
